order_id,purchase_date,customer_id,customer_gender,customer_age,product_category,product_name,product_price,quantity,order_total,payment_method,shipping_region
2157,1/08/23,690,Femenino,18,Calzado,Botas,122.63,4,490.52,Transferencia bancaria,Oeste
2202,23/03/23,901,Masculino,18,Calzado,Pantuflas,20.39,5,101.95,Efectivo,Norte
2286,26/06/23,360,Femenino,18,Calzado,Zapatos formales,125.43,4,501.72,Tarjeta de crédito,Este
2345,3/10/23,646,Masculino,18,Calzado,Botas,64.55,3,193.65,Tarjeta de crédito,Este
2374,26/03/23,84,Femenino,18,Ropa,Sweater,169.68,2,339.36,Tarjeta de crédito,Norte
2384,4/04/23,989,Femenino,18,Calzado,Zapatos formales,53.89,3,161.67,PayPal,Este
2418,8/06/23,657,Masculino,18,Accesorios,Cinturón,160.85,3,482.55,PayPal,Oeste
2452,17/02/23,831,Masculino,18,Calzado,Pantuflas,29.06,1,29.06,PayPal,Norte
2509,21/10/23,929,Masculino,18,Calzado,Zapatillas,33.87,4,135.48,PayPal,Norte
2551,30/12/23,383,Masculino,18,Calzado,Pantuflas,136.42,3,409.26,Transferencia bancaria,Oeste
2676,15/10/23,934,Masculino,18,Calzado,Zapatos formales,107.09,5,535.45,PayPal,Norte
2724,26/12/23,683,Masculino,18,Ropa,Sweater,99.27,4,397.08,PayPal,Centro
2764,27/01/23,198,Masculino,18,Calzado,Pantuflas,54.28,3,162.84,Tarjeta de crédito,Oeste
2808,8/06/23,129,Masculino,18,Calzado,Sandalias,128.39,3,385.17,Transferencia bancaria,Oeste
2937,20/08/23,783,Masculino,18,Calzado,Botas,82.85,1,82.85,PayPal,Norte
2948,31/07/23,407,Femenino,18,Accesorios,Gorro,77.87,4,311.48,Tarjeta de crédito,Sur
3012,16/12/23,385,Femenino,18,Accesorios,Cinturón,74.19,1,74.19,PayPal,Oeste
3123,3/02/23,425,Femenino,18,Accesorios,Gorro,81.63,4,326.52,PayPal,Este
3148,11/04/23,727,Femenino,18,Accesorios,Bufanda,10.63,2,21.26,Efectivo,Sur
3152,3/05/23,209,Femenino,18,Accesorios,Gorro,39.2,5,196,PayPal,Sur
3170,14/10/23,618,Femenino,18,Ropa,Sweater,148.47,5,742.35,Transferencia bancaria,Este
3174,23/07/23,55,Femenino,18,Ropa,Pantalón,73.21,4,292.84,Efectivo,Este
3333,6/03/23,467,Femenino,18,Calzado,Pantuflas,90.4,5,452,Efectivo,Este
3377,28/06/23,422,Masculino,18,Calzado,Zapatillas,122.19,3,366.57,Tarjeta de crédito,Norte
3408,13/11/23,826,Femenino,18,Accesorios,Cinturón,144.37,5,721.85,Transferencia bancaria,Este
3430,13/08/23,703,Masculino,18,Calzado,Zapatillas,17.59,4,70.36,Tarjeta de crédito,Este
3653,8/02/23,278,Masculino,18,Accesorios,Bolso,101.53,2,203.06,Tarjeta de crédito,Centro
3669,6/08/23,281,Masculino,18,Ropa,Pantalón,143.49,1,143.49,PayPal,Centro
3677,20/11/23,584,Femenino,18,Ropa,Pantalón,102.57,1,102.57,Transferencia bancaria,Este
3709,25/12/23,314,Femenino,18,Accesorios,Bolso,112.13,3,336.39,Tarjeta de crédito,Sur
3847,19/09/23,877,Masculino,18,Accesorios,Reloj,24.97,4,99.88,Efectivo,Oeste
3857,5/02/23,832,Masculino,18,Calzado,Pantuflas,155.59,3,466.77,PayPal,Centro
3861,28/10/23,917,Femenino,18,Calzado,Zapatillas,84.93,5,424.65,Efectivo,Este
3919,17/11/23,596,Masculino,18,Accesorios,Bolso,179.3,2,358.6,Efectivo,Centro
3931,7/02/23,639,Masculino,18,Ropa,Sweater,90.48,5,452.4,PayPal,Norte
3997,17/07/23,842,Femenino,18,Ropa,Chaqueta,168.08,2,336.16,PayPal,Norte
4010,1/03/23,637,Femenino,18,Ropa,Chaqueta,12.79,3,38.37,Tarjeta de crédito,Norte
4072,21/06/23,709,Femenino,18,Ropa,Sweater,127.24,2,254.48,PayPal,Este
4081,19/03/23,476,Femenino,18,Accesorios,Bufanda,15.78,2,31.56,Tarjeta de crédito,Norte
4127,1/06/23,544,Femenino,18,Accesorios,Bufanda,88.36,2,176.72,PayPal,Centro
4129,10/08/23,524,Masculino,18,Ropa,Chaqueta,24.06,4,96.24,PayPal,Centro
4134,1/06/23,129,Femenino,18,Calzado,Pantuflas,74.55,1,74.55,Transferencia bancaria,Este
4135,13/02/23,575,Masculino,18,Accesorios,Bolso,83.55,4,334.2,PayPal,Este
4163,28/07/23,701,Femenino,18,Ropa,Camiseta,109.31,4,437.24,PayPal,Norte
4164,14/04/23,476,Femenino,18,Ropa,Chaqueta,113.41,1,113.41,PayPal,Oeste
4297,22/03/23,662,Masculino,18,Ropa,Sweater,143.74,1,143.74,Transferencia bancaria,Norte
4310,16/10/23,718,Femenino,18,Calzado,Zapatos formales,62.38,5,311.9,Transferencia bancaria,Sur
4393,29/12/23,424,Femenino,18,Calzado,Botas,30.44,2,60.88,PayPal,Sur
4394,17/08/23,332,Femenino,18,Ropa,Camiseta,197.26,2,394.52,Transferencia bancaria,Centro
4400,21/06/23,873,Femenino,18,Calzado,Zapatillas,74.42,2,148.84,PayPal,Sur
4423,18/03/23,579,Femenino,18,Accesorios,Bufanda,162.22,5,811.1,PayPal,Norte
4509,9/07/23,127,Femenino,18,Accesorios,Bufanda,25.85,5,129.25,Transferencia bancaria,Este
4550,10/10/23,594,Femenino,18,Calzado,Sandalias,186.27,2,372.54,PayPal,Centro
4568,13/08/23,105,Masculino,18,Calzado,Zapatos formales,96.66,3,289.98,PayPal,Oeste
4737,3/06/23,59,Femenino,18,Accesorios,Reloj,163.62,3,490.86,PayPal,Oeste
4841,21/03/23,582,Femenino,18,Accesorios,Gorro,92.41,5,462.05,PayPal,Oeste
4861,2/06/23,974,Femenino,18,Ropa,Camiseta,132.31,3,396.93,PayPal,Centro
5098,5/12/23,674,Femenino,18,Ropa,Camiseta,32.91,5,164.55,PayPal,Norte
5119,28/06/23,929,Masculino,18,Accesorios,Gorro,86.85,2,173.7,PayPal,Oeste
5134,8/06/23,536,Masculino,18,Calzado,Botas,159.4,1,159.4,Transferencia bancaria,Este
5168,8/07/23,13,Masculino,18,Calzado,Sandalias,164.61,2,329.22,PayPal,Norte
5190,18/01/23,905,Femenino,18,Calzado,Zapatos formales,62.73,4,250.92,Transferencia bancaria,Centro
5288,21/03/23,555,Femenino,18,Accesorios,Gorro,17.46,4,69.84,Tarjeta de crédito,Este
5347,9/03/23,25,Masculino,18,Ropa,Vestido,185.04,5,925.2,Transferencia bancaria,Sur
5387,2/12/23,946,Masculino,18,Accesorios,Bufanda,55.01,2,110.02,PayPal,Sur
5530,9/08/23,672,Masculino,18,Accesorios,Bolso,122.67,3,368.01,PayPal,Oeste
5542,29/07/23,625,Masculino,18,Calzado,Zapatos formales,82.15,5,410.75,PayPal,Oeste
5579,16/06/23,733,Femenino,18,Accesorios,Cinturón,51.75,4,207,PayPal,Este
5645,30/06/23,471,Femenino,18,Accesorios,Gorro,81.22,4,324.88,Efectivo,Este
5649,3/01/23,279,Femenino,18,Ropa,Chaqueta,58.93,5,294.65,Transferencia bancaria,Este
5673,25/10/23,515,Femenino,18,Calzado,Sandalias,48.22,4,192.88,Transferencia bancaria,Centro
5789,29/07/23,849,Masculino,18,Calzado,Zapatillas,149.01,3,447.03,PayPal,Norte
5797,13/07/23,452,Femenino,18,Calzado,Pantuflas,28.67,1,28.67,PayPal,Oeste
5804,1/09/23,488,Masculino,18,Ropa,Vestido,26.6,5,133,Transferencia bancaria,Oeste
5856,29/09/23,375,Femenino,18,Ropa,Vestido,138.23,4,552.92,Efectivo,Centro
5959,8/11/23,939,Femenino,18,Calzado,Zapatos formales,66.78,5,333.9,Efectivo,Este
5975,20/09/23,367,Femenino,18,Ropa,Sweater,159.6,4,638.4,PayPal,Oeste
6145,12/10/23,363,Masculino,18,Calzado,Zapatillas,91.92,4,367.68,PayPal,Oeste
6193,19/03/23,242,Femenino,18,Accesorios,Cinturón,122.47,2,244.94,Tarjeta de crédito,Centro
6233,17/10/23,97,Femenino,18,Accesorios,Bolso,64.28,1,64.28,Tarjeta de crédito,Oeste
6367,1/12/23,765,Femenino,18,Accesorios,Reloj,53.81,5,269.05,PayPal,Oeste
6386,22/05/23,336,Femenino,18,Accesorios,Gorro,94.59,1,94.59,PayPal,Sur
6508,5/05/23,991,Femenino,18,Ropa,Pantalón,52.9,5,264.5,Transferencia bancaria,Sur
6528,15/04/23,616,Masculino,18,Accesorios,Bufanda,32.02,3,96.06,Transferencia bancaria,Este
6637,29/05/23,652,Masculino,18,Ropa,Camiseta,30.28,5,151.4,Tarjeta de crédito,Norte
6646,18/05/23,365,Femenino,18,Ropa,Vestido,169.38,1,169.38,PayPal,Norte
6720,3/08/23,900,Masculino,18,Ropa,Chaqueta,144.06,5,720.3,PayPal,Oeste
6737,5/11/23,888,Masculino,18,Ropa,Camiseta,50.49,1,50.49,PayPal,Sur
6751,15/05/23,851,Masculino,18,Ropa,Chaqueta,84.88,5,424.4,Transferencia bancaria,Sur
6927,15/12/23,302,Femenino,18,Ropa,Vestido,161.78,2,323.56,PayPal,Norte
6972,26/09/23,679,Femenino,18,Ropa,Chaqueta,69.35,5,346.75,Tarjeta de crédito,Norte
7048,18/02/23,206,Masculino,18,Calzado,Zapatillas,30.48,2,60.96,PayPal,Centro
7056,1/08/23,177,Femenino,18,Accesorios,Cinturón,139.84,5,699.2,Transferencia bancaria,Centro
7089,17/12/23,897,Masculino,18,Calzado,Botas,63.56,4,254.24,Transferencia bancaria,Oeste
7118,26/11/23,511,Femenino,18,Accesorios,Bufanda,65.69,5,328.45,Tarjeta de crédito,Este
7209,9/10/23,371,Femenino,18,Accesorios,Bufanda,112.8,4,451.2,Tarjeta de crédito,Centro
7281,13/05/23,375,Masculino,18,Accesorios,Gorro,138.1,3,414.3,PayPal,Este
7288,15/07/23,250,Masculino,18,Calzado,Zapatillas,44.49,5,222.45,PayPal,Sur
7352,14/03/23,25,Femenino,18,Accesorios,Bolso,124.16,5,620.8,PayPal,Centro
7416,28/05/23,959,Femenino,18,Calzado,Pantuflas,23.57,2,47.14,Transferencia bancaria,Norte
7505,1/06/23,146,Femenino,18,Accesorios,Reloj,37.65,4,150.6,PayPal,Norte
7548,23/09/23,398,Femenino,18,Calzado,Zapatos formales,64.61,4,258.44,Transferencia bancaria,Centro
7593,17/10/23,882,Femenino,18,Accesorios,Bufanda,193.63,2,387.26,PayPal,Oeste
7659,7/12/23,393,Masculino,18,Calzado,Botas,22.52,2,45.04,Transferencia bancaria,Norte
7682,24/08/23,924,Femenino,18,Calzado,Zapatos formales,170.23,5,851.15,Transferencia bancaria,Oeste
7715,24/02/23,448,Masculino,18,Calzado,Pantuflas,36.39,3,109.17,PayPal,Norte
7847,18/12/23,441,Femenino,18,Calzado,Pantuflas,60.76,3,182.28,Tarjeta de crédito,Oeste
8060,25/06/23,699,Masculino,18,Calzado,Zapatos formales,165.16,1,165.16,PayPal,Sur
8076,16/01/23,317,Masculino,18,Ropa,Pantalón,80.09,4,320.36,Tarjeta de crédito,Norte
8098,6/09/23,43,Masculino,18,Ropa,Pantalón,185.63,3,556.89,Efectivo,Centro
8104,17/04/23,476,Masculino,18,Accesorios,Gorro,68.98,1,68.98,PayPal,Norte
8177,20/02/23,679,Femenino,18,Accesorios,Gorro,77.37,4,309.48,Transferencia bancaria,Centro
8220,30/05/23,974,Femenino,18,Ropa,Pantalón,28.75,3,86.25,Transferencia bancaria,Centro
8309,8/03/23,414,Masculino,18,Ropa,Pantalón,80.8,4,323.2,Efectivo,Oeste
8405,15/10/23,108,Femenino,18,Calzado,Pantuflas,136.21,1,136.21,Efectivo,Sur
8504,23/06/23,179,Femenino,18,Ropa,Vestido,193.34,5,966.7,PayPal,Sur
8510,29/08/23,662,Masculino,18,Accesorios,Bolso,24.5,2,49,PayPal,Este
8567,18/11/23,226,Masculino,18,Ropa,Vestido,163.35,4,653.4,PayPal,Oeste
8596,6/05/23,171,Masculino,18,Calzado,Zapatos formales,60.49,2,120.98,Transferencia bancaria,Este
8631,15/07/23,518,Masculino,18,Calzado,Zapatillas,72.21,4,288.84,Efectivo,Sur
8684,26/02/23,732,Masculino,18,Ropa,Pantalón,159.14,4,636.56,PayPal,Norte
8805,10/10/23,664,Femenino,18,Ropa,Sweater,15.05,1,15.05,PayPal,Sur
8829,22/02/23,915,Femenino,18,Accesorios,Bufanda,83.46,2,166.92,Tarjeta de crédito,Norte
8840,23/10/23,481,Masculino,18,Calzado,Zapatillas,163.99,3,491.97,PayPal,Sur
8847,20/03/23,546,Femenino,18,Ropa,Pantalón,30.99,5,154.95,Transferencia bancaria,Oeste
8890,22/06/23,79,Masculino,18,Calzado,Zapatos formales,173.48,1,173.48,PayPal,Sur
8891,18/04/23,658,Femenino,18,Ropa,Pantalón,174.68,3,524.04,Transferencia bancaria,Norte
9079,29/10/23,731,Masculino,18,Accesorios,Bufanda,45.98,5,229.9,Tarjeta de crédito,Sur
9275,17/09/23,229,Femenino,18,Calzado,Sandalias,69.83,2,139.66,Transferencia bancaria,Oeste
9351,19/10/23,425,Femenino,18,Ropa,Pantalón,73.13,1,73.13,Efectivo,Oeste
9404,6/06/23,704,Femenino,18,Accesorios,Cinturón,103.71,4,414.84,Tarjeta de crédito,Norte
9442,20/05/23,198,Femenino,18,Calzado,Zapatillas,100.7,3,302.1,PayPal,Sur
9449,20/06/23,535,Femenino,18,Calzado,Sandalias,36.14,4,144.56,Transferencia bancaria,Norte
9478,14/12/23,154,Femenino,18,Accesorios,Reloj,44.83,4,179.32,Transferencia bancaria,Norte
9505,8/07/23,10,Masculino,18,Accesorios,Cinturón,191.97,4,767.88,PayPal,Centro
9512,6/04/23,126,Femenino,18,Ropa,Chaqueta,173.84,2,347.68,PayPal,Norte
9555,27/05/23,101,Femenino,18,Calzado,Pantuflas,38.79,2,77.58,PayPal,Norte
9578,19/12/23,337,Femenino,18,Accesorios,Bolso,195,5,975,Transferencia bancaria,Oeste
9580,16/03/23,117,Femenino,18,Ropa,Vestido,191.06,3,573.18,Transferencia bancaria,Centro
9765,8/07/23,246,Masculino,18,Calzado,Zapatillas,190.12,1,190.12,Transferencia bancaria,Este
9827,6/09/23,963,Masculino,18,Ropa,Vestido,147.47,3,442.41,Transferencia bancaria,Norte
7,3/10/23,701,Femenino,19,Calzado,Sandalias,160.84,4,643.36,Transferencia bancaria,Este
18,9/02/23,872,Femenino,19,Ropa,Sweater,81.15,2,162.3,PayPal,Oeste
97,17/08/23,477,Masculino,19,Accesorios,Bufanda,61.17,5,305.85,Transferencia bancaria,Norte
101,10/04/23,556,Masculino,19,Accesorios,Bufanda,126.06,5,630.3,Transferencia bancaria,Centro
119,30/11/23,338,Masculino,19,Accesorios,Gorro,195.13,1,195.13,Tarjeta de crédito,Este
185,15/10/23,871,Masculino,19,Calzado,Botas,100.93,1,100.93,PayPal,Oeste
210,27/04/23,36,Masculino,19,Ropa,Pantalón,84.3,5,421.5,PayPal,Centro
257,16/08/23,234,Masculino,19,Calzado,Pantuflas,141.74,1,141.74,PayPal,Este
268,19/03/23,113,Femenino,19,Accesorios,Cinturón,143.15,4,572.6,Transferencia bancaria,Sur
344,10/01/23,929,Femenino,19,Accesorios,Reloj,81.62,2,163.24,Tarjeta de crédito,Oeste
363,31/01/23,144,Masculino,19,Accesorios,Bolso,73.28,1,73.28,PayPal,Norte
419,6/10/23,398,Femenino,19,Calzado,Zapatillas,38.15,3,114.45,PayPal,Centro
450,5/11/23,798,Masculino,19,Ropa,Sweater,43.32,4,173.28,PayPal,Este
503,5/06/23,686,Masculino,19,Calzado,Zapatillas,71.81,1,71.81,Transferencia bancaria,Centro
509,28/06/23,663,Femenino,19,Accesorios,Cinturón,127.91,2,255.82,PayPal,Oeste
581,13/07/23,196,Femenino,19,Accesorios,Gorro,142.76,5,713.8,Transferencia bancaria,Norte
878,2/09/23,91,Masculino,19,Calzado,Pantuflas,148.5,2,297,Transferencia bancaria,Centro
903,5/10/23,505,Masculino,19,Calzado,Sandalias,130.34,1,130.34,Efectivo,Norte
934,30/03/23,233,Femenino,19,Calzado,Zapatos formales,136.5,3,409.5,Efectivo,Centro
1000,5/09/23,251,Femenino,19,Accesorios,Bufanda,170.72,1,170.72,Tarjeta de crédito,Sur
1058,6/11/23,488,Femenino,19,Ropa,Chaqueta,36.63,3,109.89,Transferencia bancaria,Norte
1113,1/05/23,984,Masculino,19,Ropa,Chaqueta,78.23,5,391.15,Efectivo,Norte
1114,23/05/23,335,Masculino,19,Ropa,Camiseta,33.24,3,99.72,Tarjeta de crédito,Este
1262,17/09/23,25,Masculino,19,Ropa,Chaqueta,35.8,5,179,Tarjeta de crédito,Centro
1340,5/10/23,715,Femenino,19,Accesorios,Reloj,88.36,1,88.36,Transferencia bancaria,Sur
1416,10/03/23,832,Masculino,19,Accesorios,Reloj,182.75,2,365.5,Transferencia bancaria,Norte
1492,16/09/23,196,Masculino,19,Accesorios,Reloj,149.91,4,599.64,Transferencia bancaria,Este
1555,21/06/23,460,Femenino,19,Calzado,Sandalias,67.38,3,202.14,PayPal,Norte
1584,3/01/23,983,Masculino,19,Ropa,Chaqueta,28.23,4,112.92,Transferencia bancaria,Centro
1602,29/12/23,666,Femenino,19,Accesorios,Reloj,49.39,3,148.17,Transferencia bancaria,Centro
1632,18/01/23,161,Femenino,19,Accesorios,Bolso,96.19,1,96.19,PayPal,Sur
1638,17/08/23,156,Masculino,19,Accesorios,Reloj,190.64,2,381.28,PayPal,Sur
1758,29/08/23,624,Femenino,19,Ropa,Sweater,22.76,2,45.52,Tarjeta de crédito,Sur
1840,2/10/23,588,Femenino,19,Ropa,Vestido,68.83,1,68.83,Transferencia bancaria,Este
1848,15/04/23,287,Femenino,19,Ropa,Chaqueta,71.18,3,213.54,PayPal,Este
1972,28/09/23,489,Masculino,19,Calzado,Sandalias,138.39,4,553.56,Tarjeta de crédito,Sur
2273,16/09/23,718,Femenino,19,Ropa,Chaqueta,46.1,4,184.4,Transferencia bancaria,Oeste
2287,23/03/23,223,Masculino,19,Accesorios,Gorro,21.81,1,21.81,Transferencia bancaria,Sur
2292,1/04/23,365,Masculino,19,Calzado,Zapatos formales,75.73,3,227.19,Transferencia bancaria,Este
2325,19/07/23,22,Masculino,19,Accesorios,Reloj,91.74,1,91.74,PayPal,Este
2442,27/07/23,455,Femenino,19,Accesorios,Reloj,18.91,5,94.55,Tarjeta de crédito,Centro
2443,5/12/23,273,Masculino,19,Ropa,Chaqueta,86.4,1,86.4,Transferencia bancaria,Este
2461,15/10/23,717,Femenino,19,Calzado,Pantuflas,85.07,5,425.35,Tarjeta de crédito,Este
2530,6/11/23,963,Masculino,19,Ropa,Sweater,50.16,5,250.8,Tarjeta de crédito,Sur
2698,28/12/23,261,Femenino,19,Accesorios,Bufanda,140,5,700,Tarjeta de crédito,Centro
2699,14/08/23,449,Masculino,19,Ropa,Chaqueta,37.17,2,74.34,Transferencia bancaria,Este
2974,8/11/23,751,Masculino,19,Calzado,Zapatos formales,58.24,1,58.24,Transferencia bancaria,Sur
3028,30/03/23,521,Femenino,19,Accesorios,Reloj,65.23,1,65.23,Efectivo,Sur
3100,5/07/23,999,Femenino,19,Accesorios,Gorro,104.7,2,209.4,Efectivo,Norte
3180,15/04/23,648,Masculino,19,Ropa,Vestido,198.04,2,396.08,PayPal,Sur
3256,2/01/23,216,Masculino,19,Ropa,Camiseta,71.49,3,214.47,Transferencia bancaria,Oeste
3289,15/02/23,110,Femenino,19,Ropa,Sweater,50.97,2,101.94,Transferencia bancaria,Sur
3379,19/05/23,690,Masculino,19,Calzado,Sandalias,197.3,4,789.2,PayPal,Centro
3570,24/11/23,374,Femenino,19,Calzado,Pantuflas,63.77,5,318.85,Tarjeta de crédito,Sur
3593,6/11/23,985,Masculino,19,Calzado,Botas,87.4,3,262.2,Transferencia bancaria,Norte
3601,6/03/23,435,Femenino,19,Accesorios,Cinturón,169.14,4,676.56,Transferencia bancaria,Centro
3684,23/08/23,104,Masculino,19,Accesorios,Gorro,94.87,5,474.35,Transferencia bancaria,Centro
3698,30/08/23,923,Femenino,19,Calzado,Zapatos formales,62.42,5,312.1,Transferencia bancaria,Sur
3723,8/05/23,735,Femenino,19,Ropa,Camiseta,159.6,1,159.6,PayPal,Oeste
3768,25/08/23,766,Masculino,19,Accesorios,Bufanda,167.04,3,501.12,Transferencia bancaria,Este
3811,31/01/23,825,Masculino,19,Ropa,Chaqueta,38.05,2,76.1,Transferencia bancaria,Este
3850,24/04/23,915,Femenino,19,Ropa,Camiseta,124.03,4,496.12,PayPal,Sur
3908,18/08/23,991,Femenino,19,Ropa,Vestido,131.81,3,395.43,Tarjeta de crédito,Centro
3955,18/03/23,131,Femenino,19,Accesorios,Reloj,120.83,2,241.66,Transferencia bancaria,Sur
4051,7/11/23,881,Masculino,19,Calzado,Zapatos formales,114.32,4,457.28,Tarjeta de crédito,Centro
4112,11/01/23,220,Masculino,19,Calzado,Zapatos formales,124.95,1,124.95,Transferencia bancaria,Norte
4168,18/11/23,486,Femenino,19,Accesorios,Reloj,72.52,5,362.6,Transferencia bancaria,Sur
4192,19/10/23,760,Femenino,19,Ropa,Chaqueta,169.38,4,677.52,Transferencia bancaria,Centro
4272,3/03/23,443,Femenino,19,Ropa,Chaqueta,39.26,2,78.52,Tarjeta de crédito,Oeste
4335,11/12/23,654,Masculino,19,Ropa,Sweater,87.76,3,263.28,Transferencia bancaria,Norte
4388,17/03/23,65,Masculino,19,Calzado,Zapatillas,49.06,3,147.18,Tarjeta de crédito,Sur
4497,25/12/23,571,Masculino,19,Accesorios,Reloj,123.32,5,616.6,Transferencia bancaria,Centro
4517,14/11/23,584,Femenino,19,Accesorios,Cinturón,137.2,1,137.2,Tarjeta de crédito,Oeste
4581,25/10/23,551,Femenino,19,Accesorios,Gorro,71.65,5,358.25,Transferencia bancaria,Norte
4589,14/08/23,605,Masculino,19,Accesorios,Reloj,66.3,1,66.3,Transferencia bancaria,Centro
4595,20/12/23,258,Femenino,19,Ropa,Sweater,47.48,3,142.44,Tarjeta de crédito,Oeste
4622,20/02/23,420,Masculino,19,Accesorios,Reloj,154.45,2,308.9,Transferencia bancaria,Este
4889,15/10/23,837,Masculino,19,Ropa,Vestido,136.42,2,272.84,PayPal,Norte
4951,22/04/23,104,Femenino,19,Calzado,Sandalias,24.65,3,73.95,PayPal,Norte
5058,13/09/23,974,Masculino,19,Accesorios,Reloj,152.22,3,456.66,Transferencia bancaria,Oeste
5069,23/01/23,441,Masculino,19,Accesorios,Bolso,77.19,2,154.38,PayPal,Oeste
5072,26/11/23,861,Masculino,19,Calzado,Pantuflas,147.38,4,589.52,Transferencia bancaria,Sur
5363,11/08/23,49,Masculino,19,Calzado,Botas,132.79,4,531.16,PayPal,Norte
5369,26/11/23,700,Masculino,19,Calzado,Botas,148.24,3,444.72,Transferencia bancaria,Este
5439,19/02/23,90,Femenino,19,Calzado,Zapatos formales,73.64,2,147.28,PayPal,Oeste
5520,27/05/23,10,Femenino,19,Calzado,Sandalias,60.27,3,180.81,Tarjeta de crédito,Norte
5563,13/09/23,404,Masculino,19,Accesorios,Bolso,141.23,1,141.23,Transferencia bancaria,Este
5731,10/01/23,505,Masculino,19,Ropa,Chaqueta,17.43,3,52.29,Transferencia bancaria,Sur
5769,12/12/23,681,Masculino,19,Ropa,Vestido,142.15,2,284.3,PayPal,Este
5780,6/02/23,575,Masculino,19,Calzado,Zapatos formales,40.64,1,40.64,Transferencia bancaria,Este
5820,17/03/23,945,Masculino,19,Accesorios,Bolso,64.7,3,194.1,Transferencia bancaria,Centro
5841,18/01/23,660,Femenino,19,Ropa,Camiseta,74.86,4,299.44,Transferencia bancaria,Sur
5906,19/10/23,591,Femenino,19,Ropa,Sweater,37.74,3,113.22,PayPal,Norte
6005,3/10/23,79,Femenino,19,Calzado,Zapatillas,59.79,4,239.16,Tarjeta de crédito,Este
6033,10/04/23,46,Femenino,19,Accesorios,Cinturón,183.42,1,183.42,Tarjeta de crédito,Norte
6056,23/11/23,605,Femenino,19,Calzado,Zapatos formales,56.93,4,227.72,PayPal,Norte
6181,12/08/23,934,Masculino,19,Ropa,Vestido,54.4,4,217.6,Tarjeta de crédito,Norte
6198,14/06/23,596,Femenino,19,Ropa,Pantalón,108.66,4,434.64,Tarjeta de crédito,Norte
6267,18/01/23,624,Femenino,19,Ropa,Camiseta,47.76,3,143.28,PayPal,Norte
